"","response.id","time.started","date.submitted","status","contact.id","legacy.comments","comments","language","referer","extended.referer","sessionid","user.agent","extended.user.agent","tags","ip.address","longitude","latitude","country","city","state.region","postal","are.you.currently.a.dues.paying.member.of.the.communications.workers.of.america..cwa..","would.you.agree.or.disagree.that.sexual.harassment.is.an.issue.in.your.workplace.","â..have.you.personally.experienced.any.of.the.following.harassments.at.your.current.job.or.workplace.within.the.last.year...verbal.harassment.of.a.sexual.nature..unwanted.touching.or.physical.contact..cyber.harassment..including.unwanted.comments.or.photos.shared.via.email..social.media..or.text...unwelcome.sexual.advances.or.requests.for.sexual.favors..physical.acts.of.sexual.assault..homophobic.or.transphobic.comments.or.behavior..sexism.or.gender.based.discrimination..other.forms.of.sexual.harassment.","yes..to.a.steward.if.you.have.experienced.any.form.of.sexual.harassment.in.the.workplace.within.the.last.year..was.the.issue.reported..check.all.that.apply.","yes..to.a.superior.if.you.have.experienced.any.form.of.sexual.harassment.in.the.workplace.within.the.last.year..was.the.issue.reported..check.all.that.apply.","yes..to.human.resources.if.you.have.experienced.any.form.of.sexual.harassment.in.the.workplace.within.the.last.year..was.the.issue.reported..check.all.that.apply.","no..but.i.told.a.coworker.if.you.have.experienced.any.form.of.sexual.harassment.in.the.workplace.within.the.last.year..was.the.issue.reported..check.all.that.apply.","no..not.reported.if.you.have.experienced.any.form.of.sexual.harassment.in.the.workplace.within.the.last.year..was.the.issue.reported..check.all.that.apply.","if.you.have.reported.an.incident.of.sexual.harassment..how.satisfied.were.you.with.the.outcome.","didn.t.want.to.get.someone.in.trouble.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","unsure.how.to.report.the.incident.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","unsure.reporting.the.incident.would.help.or.be.taken.seriously.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","don.t.have.a.steward.or.i.m.not.sure.who.that.person.is.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","worried.about.retaliation.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","don.t.trust.my.steward.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","reported.to.human.resources.or.a.superior.instead.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","lack.of.support.from.co.workers.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","i.was.not.a.union.member.at.the.time.of.the.incident.s..if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","other...write.in.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply.","other...write.in.if.you.did.not.report.to.your.union.steward.or.representative..why.not..check.all.that.apply..1","if.you.did.report.an.incident.of.sexual.harassment.to.a.representative.of.your.union..how.much.do.you.agree.that.the.union.helped.you.achieve.your.desired.outcome.","a.direct.supervisor.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","someone.in.a.more.senior.role.who.is.not.a.direct.supervisor.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","another.union.represented.employee.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","a.steward..representative..or.leader.of.my.union.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","a.contractor.hired.by.my.employer.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","a.more.junior.employee.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","a.customer.of.my.employer.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","other...write.in.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","exclusive...none.of.the.above.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply.","other...write.in.please.answer.whether.within.the.last.year.people.in.any.of.the.following.roles.have.ever.been.perpetrators.of.sexual.harassment.against.you.at.your.current.job..check.all.that.apply..1","have.you.witnessed.any.of.the.following.harassments.a.bystander.at.your.current.job.or.workplace.within.the.last.year...verbal.harassment.of.a.sexual.nature..unwanted.touching.or.physical.contact..cyber.harassment..including.unwanted.comments.or.photos.shared.via.email..social.media..or.text...unwelcome.sexual.advances.or.requests.for.sexual.favors..physical.acts.of.sexual.assault..homophobic.or.transphobic.comments.or.behavior..sexism.or.gender.based.discrimination..other.forms.of.sexual.harassment.","how.often.do.you.experience.or.witness.sexual.harassment.at.your.workplace.","how.satisfied.are.you.with.the.sexual.harassment.policy.and.procedures.at.your.workplace.","office.please.describe.your.work.location.â..check.all.that.apply.","call.center.please.describe.your.work.location.â..check.all.that.apply.","newsroom.please.describe.your.work.location.â..check.all.that.apply.","retail.store.please.describe.your.work.location.â..check.all.that.apply.","work.at.remote.sites.in.the.field.or.from.my.vehicle.please.describe.your.work.location.â..check.all.that.apply.","based.from.my.home.please.describe.your.work.location.â..check.all.that.apply.","airport.or.airplane.please.describe.your.work.location.â..check.all.that.apply.","plant.or.manufacturing.site.please.describe.your.work.location.â..check.all.that.apply.","other...write.in.please.describe.your.work.location.â..check.all.that.apply.","other...write.in.please.describe.your.work.location.â..check.all.that.apply..1","do.you.visit.homes.of.customers.or.clients.on.the.job.","if.yes..have.you.had.an.experience.in.the.last.year.where.you.feared.for.your.safety..been.touched.or.grabbed..experienced.unwanted.advances..harassed.verbally..or.experienced.another.form.of.sexual.harassment.in.a.customer.s.or.client.s.home.","have.you.received.training.from.your.employer.on.protecting.yourself.from.difficult.or.inappropriate.situations.in.customer.s.or.client.s.homes.","more.or.better.training.on.how.to.understand.the.existing.sexual.harassment.policy.and.reporting.procedure.at.your.workplace.how.interested.would.you.be.in.the.following.actions.from.your.union.to.address.sexual.harassment.in.the.workplace.","bystander.training.on.how.to.intervene.as.a.witness.of.sexual.harassment.how.interested.would.you.be.in.the.following.actions.from.your.union.to.address.sexual.harassment.in.the.workplace.","advocating.for.a.better.sexual.harassment.policy.at.your.workplace.how.interested.would.you.be.in.the.following.actions.from.your.union.to.address.sexual.harassment.in.the.workplace.","assisting.and.supporting.victims.of.sexual.harassment.to.address.the.issue.and.achieve.a.desired.outcome.how.interested.would.you.be.in.the.following.actions.from.your.union.to.address.sexual.harassment.in.the.workplace.","addressing.issues.of.sexual.harassment.within.your.local..which.could.include.creating.or.improving.a.sexual.harassment.policy.how.interested.would.you.be.in.the.following.actions.from.your.union.to.address.sexual.harassment.in.the.workplace.","what.is.your.gender.","other...write.in.what.is.your.gender.","other...write.in.what.is.your.gender..1","what.is.your.race.","other...write.in.what.is.your.race.","what.is.your.year.of.birth...4.digit.year.","in.which.industry.do.you.primarily.work.","other...write.in.in.which.industry.do.you.primarily.work.","what.is.your.annual.household.income.","what.is.your.highest.level.of.education.","are.there.any.additional.comments.you.d.like.to.share.","sentiment...are.there.any.additional.comments.you.d.like.to.share.","sexcat","racecat","raw_age","agecat","weights"
"112",380,"07/10/2018 12:49","07/10/2018 13:04","Complete",NA,NA,NA,"English","","","1531241363_5b44e393680114.70904244","Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U1 Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chr","Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U1 Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",NA,"174.205.12.39",-76.99340057,38.93700027,"United States","Washington","DC",20017,"Yes","Neutral","Yes","Yes, to a steward","Yes, to a superior","Yes, to Human Resources","","","Very Dissatisfied","","","","","","","Reported to Human Resources or a superior instead","","","Other - Write In","Informed union of situation but was told they couldn't ask for a reprimand just represent me if I needed it. ","Neutral","","","Another union-represented employee","","","","","","","","No","Less often than one time per year","Dissatisfied","Office","","","","","","","","","","No","","","Interested","Not interested","Not interested","Neutral","Neutral","Female",NA,"","Other - Write In","Really, does it matter! Why ask!",1920,"Telecom","","Less than $25,000","Trade/technical school","I'm offended you asked about gender, race and age. It shouldn't even be a question.  I called my union and they knew what happened but they said they would back me 100 percent but they were not allowed to push or ask for the person to be reprimanded.. ",NA,"Female","Other",98,3,1.65191912242812
"113",381,"07/10/2018 12:54","07/10/2018 12:57","Complete",NA,NA,NA,"English","http://m.facebook.com/","http://m.facebook.com/","1531241648_5b44e4b0a13c85.38249978","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG-SM-G930A Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG-SM-G930A Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/179.0.0.44.83;]",NA,"107.77.200.218",-96.63890076,32.91260147,"United States","Garland","TX",75046,"Yes","Agree","Yes","","","","No, but I told a coworker","","Neutral","","","","","Worried about retaliation","","","","","","","","","","","","","A more junior employee","","","","","Yes","1 or more times per week","Neutral","","Call center","","","","","","","","","No","","","Very interested","Very interested","Very interested","Very interested","Very interested","Female",NA,"","White","",1982,"Telecom","","$35,000 to $49,999","Some college, no degree","",NA,"Female","White",36,1,0.901177271985636
"115",383,"07/10/2018 13:12","07/10/2018 13:17","Complete",NA,NA,NA,"English","http://m.facebook.com","http://m.facebook.com","1531242771_5b44e9138f5bf5.35356634","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobi","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/170.1.0.80.91;FBBV/106613464;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/AT&T;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",NA,"107.77.192.12",-97.8219986,37.75099945,"United States","","",NA,"Yes","Strongly agree","Yes","","","","","No, not reported","Not applicable","Didn't want to get someone in trouble","","","","Worried about retaliation","Don't trust my steward","","","","","","","A direct supervisor","Someone in a more senior role who is not a direct supervisor","Another union-represented employee","","","","","","","","Yes","1 or more times per week","Unsure or unaware of any policies or procedures related to sexual harassment in my workplace","","","","","","","","","Other - Write In","Garage","No","","","Very interested","Neutral","Neutral","Neutral","Neutral","Male",NA,"","White","",1973,"Telecom","","$75,000 to $99,999","Associate degree","",NA,"Male","White",45,2,1.16570662418628
"117",389,"07/10/2018 13:34","07/10/2018 13:43","Complete",NA,NA,NA,"English","","","1531244083_5b44ee33ddaf32.26586447","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobi","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 Instagram 53.0.0.6.84 (iPhone9,4; iOS 11_4; en_US; en-US; scale=2.61; gamut=wide; 1080x1920)",NA,"99.188.214.223",-117.9464035,33.75450134,"United States","Garden Grove","CA",92843,"Yes","Strongly agree","Yes","","","","No, but I told a coworker","No, not reported","Not applicable","","","","","Worried about retaliation","","","","I was not a union member at the time of the incident(s)","","","","","","","","","","","","Exclusive / None of the above","","Yes","1 or more times per year","Unsure or unaware of any policies or procedures related to sexual harassment in my workplace","","Call center","","","","","","","","","No","","","Very interested","Interested","Interested","Interested","Interested","Female",NA,"","Other - Write In","Irish/German/ American Indian/Latin ",1964,"Telecom","","$35,000 to $49,999","Trade/technical school","Not at this time",NA,"Female","Other",54,2,1.14906414007553
"128",410,"07/10/2018 13:52","07/10/2018 14:00","Complete",NA,NA,NA,"English","","","1531245133_5b44f24d3edab9.64854610","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"108.17.151.165",-76.4618988,37.05709839,"United States","Newport News","VA",23601,"Yes","Strongly agree","Yes","Yes, to a steward","Yes, to a superior","Yes, to Human Resources","","","Very Dissatisfied","","","","","","","","","","","","Disagree","","","Another union-represented employee","","","","","","","","No","At least once per day","Unsure or unaware of any policies or procedures related to sexual harassment in my workplace","","Call center","","","","","","","","","No","","","Very interested","Very interested","Very interested","Very interested","Very interested","Female",NA,"","White","",1973,"Telecom","","$75,000 to $99,999","Some college, no degree","He was terminated for inappropriate behavior but the Union wasn't really involved. My issue is also that the local police department blew off the complaint because there were no witnesses or cameras to prove what happened even though he confessed. Lie detector test indicated that he BELIEVED it was consentual, however, when I kept yelling 'no, get off of me, this isn't happening!' - clearly that is not concentual so that tells me that nothing I could have said would make him realize that it wasn't consentual. Protective order is temp and can't get permanent without witnesses. I'm appalled.",NA,"Female","White",45,2,0.938463391604388
"129",411,"07/10/2018 13:51","07/10/2018 13:58","Complete",NA,NA,NA,"English","android-app://com.google.android.gm","android-app://com.google.android.gm","1531245097_5b44f229a698c8.22092857","Mozilla/5.0 (Linux; Android 7.0; LG-LS777 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrom","Mozilla/5.0 (Linux; Android 7.0; LG-LS777 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",NA,"99.203.17.83",-76.68029785,39.24340057,"United States","Halethorpe","MD",21227,"Yes","Agree","Yes","","","","","","Very Satisfied","","","","","","","","","","","","","A direct supervisor","","","A steward, representative, or leader of my union","","","","","","","Yes","1 or more times per year","Very Satisfied","","","Newsroom","","","","","","","","No","","","Interested","Very interested","Very interested","Very interested","Very interested","Male",NA,"","White","",1989,"Media","","$25,000 to $34,999","Bachelor's degree","The harassment I saw was handled very well by my TV station. But the union seemed clueless as to what happened",NA,"Male","White",29,1,1.11939189628254
"132",417,"07/10/2018 13:54","07/10/2018 13:58","Complete",NA,NA,NA,"English","","","1531245271_5b44f2d7b6b403.56814433","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"107.139.172.57",-81.86299896,30.08309937,"United States","Middleburg","FL",32068,"Yes","Strongly agree","Yes","","","","No, but I told a coworker","","Very Dissatisfied","","","","","","","","","","","","","A direct supervisor","","","","","","","","","","Yes","1 or more times per week","Very Dissatisfied","","Call center","","","","","","","","","No","","","Very interested","Very interested","Very interested","Very interested","Very interested","Male",NA,"","Hispanic/Latino","",1965,"Telecom","","$50,000 to $74,999","Trade/technical school","At&t doesn't care even when the issue is  reported it to the ethical department",NA,"Male","Hispanic/Latino",53,2,0.638233281028553
"140",431,"07/10/2018 14:02","07/10/2018 14:06","Complete",NA,NA,NA,"English","","","1531245746_5b44f4b2902529.88186790","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"174.200.16.155",-75.04789734,39.97200012,"United States","Pennsauken","NJ",8110,"Yes","Agree","Yes","","","","","No, not reported","Not applicable","Didn't want to get someone in trouble","Unsure how to report the incident","","","Worried about retaliation","","","Lack of support from co-workers","","","","","","Someone in a more senior role who is not a direct supervisor","","","","","","","","","Yes","1 or more times per year","Neutral","Office","","","","","","","","","","No","","","Neutral","Interested","Neutral","Neutral","Neutral","Male",NA,"","Asian","",1989,"Government/public service","","$150,000 or more","Advanced degree (Master's, Ph.D., M.D.)","",NA,"Male","Other",29,1,1.37059484495228
"141",433,"07/10/2018 14:02","07/10/2018 14:06","Complete",NA,NA,NA,"English","http://m.facebook.com/","http://m.facebook.com/","1531245771_5b44f4cb722256.34872302","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG-SM-G935A Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG-SM-G935A Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/179.0.0.44.83;]",NA,"216.114.96.251",-90.15350342,38.31190109,"United States","Waterloo","IL",62298,"Yes","Strongly agree","Yes","","","","No, but I told a coworker","","Not applicable","","","","","Worried about retaliation","","","","","","","","A direct supervisor","","","","","","","","","","Yes","1 or more times per week","Dissatisfied","Office","","","","","","","","","","No","","","Interested","Interested","Interested","Interested","Neutral","Female",NA,"","White","",1965,"Telecom","","$100,000 to $124,999","Associate degree","",NA,"Female","White",53,2,0.938463391604388
"145",437,"07/10/2018 14:04","07/10/2018 14:08","Complete",NA,NA,NA,"English","","","1531245862_5b44f526a66b66.62287258","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 ","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",NA,"161.11.160.44",-73.95480347,40.77619934,"United States","New York","NY",10028,"Yes","Agree","Yes","","","","","No, not reported","Not applicable","","","Unsure reporting the incident would help or be taken seriously","","Worried about retaliation","","","","","Other - Write In","More of some things that have been observed over my 23 years here.","","","","","","","","","","Exclusive / None of the above","","Yes","Unsure","Neutral","Office","","","","","","","","","","No","","","Not at all interested or opposed","Very interested","Not at all interested or opposed","Not at all interested or opposed","Not at all interested or opposed","Female",NA,"","White","",1957,"Government/public service","","$35,000 to $49,999","Some college, no degree","Anything I saw or overheard were years ago.  One or two times, directed to me; many times directed to my daughter who also works here.  Wouldn't really call it sexual harrassment, more like just plain ignorant behavior.",NA,"Female","White",61,3,1.34915499337412
"147",441,"07/10/2018 14:09","07/10/2018 14:13","Complete",NA,NA,NA,"English","","","1531246168_5b44f6581c1385.54864379","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"99.203.16.167",-76.915802,38.88510132,"United States","Capitol Heights","MD",20731,"Yes","Strongly agree","Yes","","","","No, but I told a coworker","","Not applicable","","","Unsure reporting the incident would help or be taken seriously","","","Don't trust my steward","","","","","","","","Someone in a more senior role who is not a direct supervisor","Another union-represented employee","A steward, representative, or leader of my union","","","","","","","Yes","1 or more times per week","Unsure or unaware of any policies or procedures related to sexual harassment in my workplace","Office","","","","","","","","","","No","","","Very interested","Very interested","Very interested","Very interested","Very interested","Female",NA,"","White","",1971,"Telecom","","$75,000 to $99,999","Advanced degree (Master's, Ph.D., M.D.)","",NA,"Female","White",47,2,0.938463391604388
"149",443,"07/10/2018 14:10","07/10/2018 14:13","Complete",NA,NA,NA,"English","","","1531246208_5b44f6805a30c1.92794976","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",NA,"99.165.58.128",-96.77149963,32.83390045,"United States","Dallas","TX",75206,"Yes","Strongly agree","Yes","","","","","No, not reported","Not applicable","","","","","","","","","","","","","","","","","","","","","Exclusive / None of the above","","No","Less often than one time per year","Neutral","","Call center","","","","","","","","","No","","","Neutral","Interested","Neutral","Neutral","Neutral","Male",NA,"","White","",1954,"Telecom","","$100,000 to $124,999","Associate degree","",NA,"Male","White",64,3,1.67584471264405
"151",446,"07/10/2018 14:11","07/10/2018 14:19","Complete",NA,NA,NA,"English","","","1531246266_5b44f6ba3824b8.68142659","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"172.249.134.101",-117.9292984,33.86819839,"United States","Fullerton","CA",92832,"Yes","Strongly agree","Yes","","","","No, but I told a coworker","No, not reported","Neutral","","","","","","","","Lack of support from co-workers","","","","","","","","","","","A customer of my employer","","","","No","Unsure","Dissatisfied","","","","","","","Airport or airplane","","","","No","","","Interested","Neutral","Interested","Neutral","Neutral","Female",NA,"","Asian","",1992,"Airlines","","Less than $25,000","Associate degree","",NA,"Female","Other",26,1,1.10341063525076
"153",449,"07/10/2018 14:12","07/10/2018 14:24","Complete",NA,NA,NA,"English","","","1531246348_5b44f70c9bf5d6.88422922","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"107.77.224.7",-74.00499725,40.70550156,"United States","New York","NY",10005,"Yes","Strongly agree","Yes","","","","","No, not reported","","","Unsure how to report the incident","","","","","","","","","","","","","","","","","","Other - Write In","","A writer","No","Unsure","Very Satisfied","","","Newsroom","","","","","","","","No","","","Neutral","Neutral","Very interested","Very interested","Very interested","Male",NA,"","Black/African-American","",1959,"Media","","$50,000 to $74,999","Some college, no degree","I'm not gay , I get looks a smiles that are not  nessasery , whats going to do , don't look at like , no you tolerate it , if it go to far ,  you take to management , touching is fighting ",NA,"Male","Black/African-American",59,2,0.694562449867606
"155",453,"07/10/2018 14:14","07/10/2018 14:19","Complete",NA,NA,NA,"English","","","1531246497_5b44f7a19fed29.96081009","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0",NA,"144.160.5.103",-97.8219986,37.75099945,"United States","","",NA,"Yes","Neutral","Yes","","","","","No, not reported","Not applicable","","","Unsure reporting the incident would help or be taken seriously","","","Don't trust my steward","","Lack of support from co-workers","","Other - Write In","Office morale encourages behavior","","","Someone in a more senior role who is not a direct supervisor","","","","","","","","","No","Less often than one time per year","Neutral","Office","Call center","","","","","","","","","No","","","Neutral","Neutral","Neutral","Neutral","Neutral","Female",NA,"","Black/African-American","",1989,"Telecom","","$50,000 to $74,999","Some college, no degree","",NA,"Female","Black/African-American",29,1,0.536948045767753
"158",459,"07/10/2018 14:20","07/10/2018 14:24","Complete",NA,NA,NA,"English","","","1531246809_5b44f8d962a3d5.61805714","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-S737TL Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gec","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-S737TL Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.2 Chrome/59.0.3071.125 Mobile Safari/537.36",NA,"71.199.2.151",-111.8840027,40.6576004,"United States","Salt Lake City","UT",84107,"Yes","Disagree","Yes","Yes, to a steward","","","","","Dissatisfied","","","","","","","","","","","","Neutral","","","","","","","","","Exclusive / None of the above","","Yes","At least once per day","Neutral","","Call center","","","","","","","","","No","","","Very interested","Very interested","Very interested","Very interested","Very interested","Female",NA,"","Hispanic/Latino","",1987,"Telecom","","$25,000 to $34,999","Graduated high school","",NA,"Female","Hispanic/Latino",31,1,0.493401440082956
"167",478,"07/10/2018 14:31","07/10/2018 14:36","Complete",NA,NA,NA,"English","","","1531247508_5b44fb94c94871.52283753","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",NA,"66.25.214.165",-96.61620331,32.93170166,"United States","Garland","TX",75040,"Yes","Neutral","Yes","","","","No, but I told a coworker","","Not applicable","","","Unsure reporting the incident would help or be taken seriously","","","","","","","","","","","","","","","","A customer of my employer","","","","Yes","1 or more times per year","Neutral","","","","","","","Airport or airplane","","","","No","","","Interested","Interested","Neutral","Interested","Interested","Female",NA,"","White","",1976,"Airlines","","$35,000 to $49,999","Bachelor's degree","",NA,"Female","White",42,1,0.901177271985636
"170",481,"07/10/2018 14:16","07/10/2018 14:37","Complete",NA,NA,NA,"English","","","1531246566_5b44f7e65ffc25.98281447","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"107.77.232.66",-97.8219986,37.75099945,"United States","","",NA,"Yes","Agree","Yes","","","","","No, not reported","Not applicable","","","","","","","","Lack of support from co-workers","","","","","","","","","","","","","Exclusive / None of the above","","Yes","Unsure","Satisfied","","","","","Work at remote sites in the field or from my vehicle","","","","","","Yes","Yes","No","Not interested","Not interested","Neutral","Neutral","Neutral","Male",NA,"","White","",1982,"Telecom","","$50,000 to $74,999","Bachelor's degree","",NA,"Male","White",36,1,1.11939189628254
"172",485,"07/10/2018 14:37","07/10/2018 14:41","Complete",NA,NA,NA,"English","","","1531247875_5b44fd036ba714.29583842","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",NA,"68.13.233.109",-95.97750092,36.00270081,"United States","Jenks","OK",74037,"Yes","Strongly disagree","Yes","Yes, to a steward","","","","","Very Dissatisfied","","","","","","","","","","","","Strongly disagree","","Someone in a more senior role who is not a direct supervisor","","","","","A customer of my employer","","","","Yes","At least once per day","Very Dissatisfied","Office","","","Retail store","Work at remote sites in the field or from my vehicle","","","","","","Yes","Yes","No","Not interested","Not interested","Not interested","Not interested","Not interested","Transgender Female",NA,"","Black/African-American","",1999,"Telecom","","$50,000 to $74,999","Associate degree","",NA,"Female","Black/African-American",19,1,0.536948045767753
